"","primary_id","study_title","sequence_accession_number","sampleID","bioreactor_model","donor","include_study","reason","fecalSampleSequence","ndonor_type","country_donor","continent","predigestion","stage","stages","working_volume_mL","pH_ac","pH_tc","pH_dc","stirring_speed_rpm","total_retention_time_h","treatment","external_microorganism","flushing_gas","CO2_.","N2_.","H2_.","region_16S","media_based_on","vitamins","peptone","yeast_extract","NaHCO3","CaCl2","pectin","xylan","arabinogalactan","starch","casein","inulin","NaCl","K2HPO4","NaH2PO4","KH2PO4","MgSO4","hemin","menadione","bile_salts_oxgall","L_cysteine","mucin","glucose","pancreatin","cellobiose","lactose","whey_proteins_lactalbumin","HEPES","guanine","inosine","thymidine","xanthine","choline_chloride","ascorbic_acid","lipoic_acid","histidine","resazurin","aminoacid_mix","trace_mineral_supplement","cellulose","bacto_tryptone","XOS","Tween_80","KCL","MgCl2","FeSO4","MnCl2","CoSO4","CuSO4","ZnSO4","NiCl2","Xylitol","Rice","popcorn","whey_protein","arabic_gum","guar_gum","polyoxyethylene","digested_milk_fragments","maltose","include_sample","sample_name_other","reason_sample_exclusion"
"1","SRP287447","Influence of vitamin K on gut microbiota","SRX9346278","SRR12880264","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"2","SRP287447","Influence of vitamin K on gut microbiota","SRX9346277","SRR12880265","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"3","SRP287447","Influence of vitamin K on gut microbiota","SRX9346276","SRR12880266","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"4","SRP287447","Influence of vitamin K on gut microbiota","SRX9346275","SRR12880267","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"5","SRP287447","Influence of vitamin K on gut microbiota","SRX9346274","SRR12880268","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"6","SRP287447","Influence of vitamin K on gut microbiota","SRX9346269","SRR12880273","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"7","SRP287447","Influence of vitamin K on gut microbiota","SRX9346268","SRR12880274","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"8","SRP287447","Influence of vitamin K on gut microbiota","SRX9346267","SRR12880275","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"9","SRP287447","Influence of vitamin K on gut microbiota","SRX9346265","SRR12880277","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"10","SRP287447","Influence of vitamin K on gut microbiota","SRX9346264","SRR12880278","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"11","SRP287447","Influence of vitamin K on gut microbiota","SRX9346263","SRR12880279","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"12","SRP287447","Influence of vitamin K on gut microbiota","SRX9346262","SRR12880280","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"13","SRP287447","Influence of vitamin K on gut microbiota","SRX9346261","SRR12880281","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"14","SRP287447","Influence of vitamin K on gut microbiota","SRX9346260","SRR12880282","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"15","SRP287447","Influence of vitamin K on gut microbiota","SRX9346259","SRR12880283","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"16","SRP287447","Influence of vitamin K on gut microbiota","SRX9346254","SRR12880288","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"17","SRP287447","Influence of vitamin K on gut microbiota","SRX9346253","SRR12880289","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"18","SRP287447","Influence of vitamin K on gut microbiota","SRX9346252","SRR12880290","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"19","SRP287447","Influence of vitamin K on gut microbiota","SRX9346251","SRR12880291","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"20","SRP287447","Influence of vitamin K on gut microbiota","SRX9346250","SRR12880292","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"21","SRP287447","Influence of vitamin K on gut microbiota","SRX9346249","SRR12880293","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"22","SRP287447","Influence of vitamin K on gut microbiota","SRX9346248","SRR12880294","HEL_BioXplorer_Ellis_et_al_2021","healthy","no","mouse fecal sample","mouse","5_individual","United States","North America","no","1","dc",NA,NA,NA,"6.8",NA,48,"Vitamin K","no","N2",0,100,0,"V4","Macfarlane et al. 1998","no",2,2,2,0.01,2,2,2,5,3,1,0.1,0.01,0,0.04,0.01,0.005,0.001,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
